activity_id,opportunity_id,sales_agent,activity_date,activity_type,activity_outcome
ACT-010298,U0G8KIPB,Gladys Colclough,2017-04-14 08:00:00,Meeting,Rescheduled
ACT-010299,U0G8KIPB,Gladys Colclough,2017-06-08 11:00:00,Email,Not interested
ACT-010300,2YVVZN5L,Jonathan Berthelot,2017-03-31 08:00:00,Demo,Connected
ACT-010301,2YVVZN5L,Jonathan Berthelot,2017-04-02 17:00:00,Follow-up,Rescheduled
ACT-010302,2YVVZN5L,Jonathan Berthelot,2017-04-16 13:00:00,Call,Completed
ACT-010303,2YVVZN5L,Jonathan Berthelot,2017-04-06 11:00:00,Email,Rescheduled
ACT-010304,2YVVZN5L,Jonathan Berthelot,2017-03-28 17:00:00,Meeting,Interested
ACT-010305,2YVVZN5L,Jonathan Berthelot,2017-04-29 12:00:00,Follow-up,Connected
ACT-010306,3JUL12VK,Kami Bicknell,2017-04-13 10:00:00,Follow-up,Completed
ACT-010307,3JUL12VK,Kami Bicknell,2017-04-06 09:00:00,Follow-up,Not interested
ACT-010308,3JUL12VK,Kami Bicknell,2017-04-12 08:00:00,Follow-up,Rescheduled
ACT-010309,3JUL12VK,Kami Bicknell,2017-04-16 12:00:00,Meeting,Responded
ACT-010310,3JUL12VK,Kami Bicknell,2017-04-12 16:00:00,Call,Rescheduled
ACT-010311,TGW7OYMD,Kami Bicknell,2017-06-02 11:00:00,Follow-up,Completed
ACT-010312,TGW7OYMD,Kami Bicknell,2017-05-25 15:00:00,Call,Interested
ACT-010313,TGW7OYMD,Kami Bicknell,2017-04-10 12:00:00,Call,Interested
ACT-010314,TGW7OYMD,Kami Bicknell,2017-04-25 13:00:00,Email,Rescheduled
ACT-010315,TGW7OYMD,Kami Bicknell,2017-04-07 16:00:00,Email,Completed
ACT-010316,TGW7OYMD,Kami Bicknell,2017-05-27 09:00:00,Demo,Responded
ACT-010317,XJ9RQU4K,Lajuana Vencill,2017-06-10 10:00:00,Demo,Responded
ACT-010318,XJ9RQU4K,Lajuana Vencill,2017-03-26 15:00:00,Email,Responded
ACT-010319,XJ9RQU4K,Lajuana Vencill,2017-06-05 12:00:00,Meeting,Completed
ACT-010320,9Y85N0W5,Markita Hansen,2017-04-20 14:00:00,Follow-up,Responded
ACT-010321,9Y85N0W5,Markita Hansen,2017-04-04 09:00:00,Email,Not interested
ACT-010322,9Y85N0W5,Markita Hansen,2017-03-27 13:00:00,Demo,No answer
ACT-010323,9Y85N0W5,Markita Hansen,2017-04-09 11:00:00,Call,Connected
ACT-010324,9Y85N0W5,Markita Hansen,2017-04-14 11:00:00,Email,Rescheduled
ACT-010325,9Y85N0W5,Markita Hansen,2017-04-09 10:00:00,Call,Rescheduled
ACT-010326,4TRMURKI,Niesha Huffines,2017-04-13 13:00:00,Follow-up,Rescheduled
ACT-010327,4TRMURKI,Niesha Huffines,2017-04-28 14:00:00,Follow-up,Not interested
ACT-010328,4TRMURKI,Niesha Huffines,2017-05-07 11:00:00,Demo,Responded
ACT-010329,4TRMURKI,Niesha Huffines,2017-04-30 17:00:00,Email,Completed
ACT-010330,4TRMURKI,Niesha Huffines,2017-03-29 14:00:00,Follow-up,Not interested
ACT-010331,4TRMURKI,Niesha Huffines,2017-04-09 17:00:00,Call,Responded
ACT-010332,4TRMURKI,Niesha Huffines,2017-06-08 09:00:00,Demo,Responded
ACT-010333,4TRMURKI,Niesha Huffines,2017-05-28 09:00:00,Meeting,Connected
ACT-010334,4TRMURKI,Niesha Huffines,2017-04-27 10:00:00,Call,Interested
ACT-010335,4TRMURKI,Niesha Huffines,2017-04-09 15:00:00,Follow-up,Rescheduled
ACT-010336,TJXY9DQG,Reed Clapper,2017-05-24 16:00:00,Email,Interested
ACT-010337,TJXY9DQG,Reed Clapper,2017-04-14 10:00:00,Email,No answer
ACT-010338,DV9ZB9KL,Versie Hillebrand,2017-03-22 15:00:00,Email,Connected
ACT-010339,DV9ZB9KL,Versie Hillebrand,2017-03-26 11:00:00,Demo,Not interested
ACT-010340,DV9ZB9KL,Versie Hillebrand,2017-03-26 16:00:00,Email,Rescheduled
ACT-010341,DV9ZB9KL,Versie Hillebrand,2017-03-27 13:00:00,Meeting,Responded
ACT-010342,DV9ZB9KL,Versie Hillebrand,2017-03-24 08:00:00,Follow-up,Interested
ACT-010343,DV9ZB9KL,Versie Hillebrand,2017-03-27 17:00:00,Call,Rescheduled
ACT-010344,DV9ZB9KL,Versie Hillebrand,2017-03-27 17:00:00,Follow-up,No answer
ACT-010345,DV9ZB9KL,Versie Hillebrand,2017-03-23 12:00:00,Follow-up,Responded
ACT-010346,J712QVSG,Versie Hillebrand,2017-03-26 10:00:00,Demo,No answer
ACT-010347,J712QVSG,Versie Hillebrand,2017-03-23 12:00:00,Call,Rescheduled
ACT-010348,J712QVSG,Versie Hillebrand,2017-03-26 08:00:00,Meeting,Rescheduled
ACT-010349,LCBVIPRA,Vicki Laflamme,2017-06-14 12:00:00,Meeting,Completed
ACT-010350,LCBVIPRA,Vicki Laflamme,2017-06-08 16:00:00,Meeting,No answer
ACT-010351,LCBVIPRA,Vicki Laflamme,2017-05-04 15:00:00,Meeting,Connected
ACT-010352,LCBVIPRA,Vicki Laflamme,2017-05-29 10:00:00,Follow-up,Connected
ACT-010353,LCBVIPRA,Vicki Laflamme,2017-04-19 10:00:00,Call,Not interested
ACT-010354,LCBVIPRA,Vicki Laflamme,2017-06-28 13:00:00,Meeting,No answer
ACT-010355,8GE7FY98,Violet Mclelland,2017-04-21 10:00:00,Meeting,Responded
ACT-010356,8GE7FY98,Violet Mclelland,2017-04-05 09:00:00,Follow-up,Rescheduled
ACT-010357,8GE7FY98,Violet Mclelland,2017-03-28 12:00:00,Meeting,Not interested
ACT-010358,8GE7FY98,Violet Mclelland,2017-04-06 14:00:00,Demo,Rescheduled
ACT-010359,8GE7FY98,Violet Mclelland,2017-04-20 14:00:00,Call,No answer
ACT-010360,8GE7FY98,Violet Mclelland,2017-04-20 15:00:00,Meeting,Rescheduled
ACT-010361,88R08IL1,Violet Mclelland,2017-03-26 10:00:00,Meeting,Completed
ACT-010362,88R08IL1,Violet Mclelland,2017-03-31 15:00:00,Meeting,Interested
ACT-010363,88R08IL1,Violet Mclelland,2017-03-29 08:00:00,Follow-up,Interested
ACT-010364,88R08IL1,Violet Mclelland,2017-03-23 10:00:00,Email,Not interested
ACT-010365,4U9D1IZ5,Zane Levy,2017-04-21 09:00:00,Call,No answer
ACT-010366,4U9D1IZ5,Zane Levy,2017-04-12 09:00:00,Follow-up,Not interested
ACT-010367,4U9D1IZ5,Zane Levy,2017-03-23 09:00:00,Follow-up,Interested
ACT-010368,4U9D1IZ5,Zane Levy,2017-04-09 13:00:00,Email,Not interested
ACT-010369,4U9D1IZ5,Zane Levy,2017-04-20 11:00:00,Follow-up,Connected
ACT-010370,4U9D1IZ5,Zane Levy,2017-04-19 09:00:00,Call,Completed
ACT-010371,WNMF0OHM,Anna Snelling,2017-04-01 14:00:00,Call,Connected
ACT-010372,WNMF0OHM,Anna Snelling,2017-03-25 08:00:00,Meeting,Not interested
ACT-010373,WNMF0OHM,Anna Snelling,2017-03-24 14:00:00,Follow-up,No answer
ACT-010374,WNMF0OHM,Anna Snelling,2017-03-24 16:00:00,Demo,Rescheduled
ACT-010375,WNMF0OHM,Anna Snelling,2017-03-28 09:00:00,Demo,Responded
ACT-010376,WNMF0OHM,Anna Snelling,2017-03-24 10:00:00,Email,Completed
ACT-010377,WNMF0OHM,Anna Snelling,2017-03-27 12:00:00,Follow-up,Responded
ACT-010378,WNMF0OHM,Anna Snelling,2017-03-26 12:00:00,Email,Interested
ACT-010379,I0D1O3GX,Boris Faz,2017-03-23 16:00:00,Follow-up,Completed
ACT-010380,I0D1O3GX,Boris Faz,2017-03-31 13:00:00,Meeting,Responded
ACT-010381,I0D1O3GX,Boris Faz,2017-04-01 15:00:00,Meeting,Not interested
ACT-010382,I0D1O3GX,Boris Faz,2017-03-30 10:00:00,Email,Not interested
ACT-010383,I0D1O3GX,Boris Faz,2017-03-29 08:00:00,Email,Connected
ACT-010384,I0D1O3GX,Boris Faz,2017-03-26 14:00:00,Demo,Interested
ACT-010385,PO158L29,Cassey Cress,2017-04-02 14:00:00,Follow-up,No answer
ACT-010386,PO158L29,Cassey Cress,2017-04-13 13:00:00,Call,Connected
ACT-010387,PO158L29,Cassey Cress,2017-04-03 08:00:00,Email,Rescheduled
ACT-010388,PO158L29,Cassey Cress,2017-04-20 12:00:00,Email,Rescheduled
ACT-010389,PO158L29,Cassey Cress,2017-04-16 14:00:00,Demo,Interested
ACT-010390,7LNGJB3S,Cassey Cress,2017-03-31 17:00:00,Email,No answer
ACT-010391,7LNGJB3S,Cassey Cress,2017-03-29 12:00:00,Meeting,Responded
ACT-010392,7LNGJB3S,Cassey Cress,2017-03-28 10:00:00,Email,Responded
ACT-010393,7LNGJB3S,Cassey Cress,2017-04-01 11:00:00,Email,No answer
ACT-010394,AVD2WQZY,Corliss Cosme,2017-04-12 10:00:00,Call,Connected
ACT-010395,AVD2WQZY,Corliss Cosme,2017-05-21 13:00:00,Call,Rescheduled
ACT-010396,AVD2WQZY,Corliss Cosme,2017-04-19 14:00:00,Email,Interested
ACT-010397,AVD2WQZY,Corliss Cosme,2017-06-05 16:00:00,Meeting,Not interested
ACT-010398,UD9V38LV,Donn Cantrell,2017-04-10 16:00:00,Call,Rescheduled
ACT-010399,UD9V38LV,Donn Cantrell,2017-04-25 16:00:00,Call,Connected
ACT-010400,UD9V38LV,Donn Cantrell,2017-04-28 12:00:00,Call,No answer
ACT-010401,UD9V38LV,Donn Cantrell,2017-05-18 08:00:00,Follow-up,No answer
ACT-010402,UD9V38LV,Donn Cantrell,2017-04-28 17:00:00,Follow-up,No answer
ACT-010403,UD9V38LV,Donn Cantrell,2017-04-03 09:00:00,Email,Not interested
ACT-010404,UD9V38LV,Donn Cantrell,2017-05-10 09:00:00,Demo,Completed
ACT-010405,JMTO8BPQ,Gladys Colclough,2017-03-29 14:00:00,Meeting,Completed
ACT-010406,JMTO8BPQ,Gladys Colclough,2017-03-30 15:00:00,Meeting,Rescheduled
ACT-010407,06YBVWXZ,Kami Bicknell,2017-04-03 13:00:00,Follow-up,Responded
ACT-010408,06YBVWXZ,Kami Bicknell,2017-03-23 15:00:00,Meeting,Interested
ACT-010409,06YBVWXZ,Kami Bicknell,2017-03-24 12:00:00,Demo,Not interested
ACT-010410,06YBVWXZ,Kami Bicknell,2017-03-29 10:00:00,Meeting,Connected
ACT-010411,06YBVWXZ,Kami Bicknell,2017-03-31 15:00:00,Follow-up,Not interested
ACT-010412,06YBVWXZ,Kami Bicknell,2017-04-01 09:00:00,Meeting,Responded
ACT-010413,06YBVWXZ,Kami Bicknell,2017-04-01 09:00:00,Follow-up,Connected
ACT-010414,06YBVWXZ,Kami Bicknell,2017-03-26 08:00:00,Email,No answer
ACT-010415,ODGKZEVV,Kary Hendrixson,2017-04-21 10:00:00,Follow-up,Responded
ACT-010416,ODGKZEVV,Kary Hendrixson,2017-04-13 08:00:00,Email,Not interested
ACT-010417,ODGKZEVV,Kary Hendrixson,2017-04-20 15:00:00,Follow-up,Completed
ACT-010418,1VCAS7FL,Lajuana Vencill,2017-04-02 17:00:00,Email,Completed
ACT-010419,1VCAS7FL,Lajuana Vencill,2017-04-04 16:00:00,Call,Not interested
ACT-010420,1VCAS7FL,Lajuana Vencill,2017-04-04 15:00:00,Follow-up,Interested
ACT-010421,1VCAS7FL,Lajuana Vencill,2017-04-02 13:00:00,Meeting,Interested
ACT-010422,1VCAS7FL,Lajuana Vencill,2017-03-24 10:00:00,Email,Rescheduled
ACT-010423,1VCAS7FL,Lajuana Vencill,2017-03-29 14:00:00,Demo,Rescheduled
ACT-010424,1VCAS7FL,Lajuana Vencill,2017-03-24 09:00:00,Follow-up,Not interested
ACT-010425,1VCAS7FL,Lajuana Vencill,2017-04-04 10:00:00,Call,Rescheduled
ACT-010426,1VCAS7FL,Lajuana Vencill,2017-04-03 09:00:00,Meeting,Connected
ACT-010427,G2TASA8C,Lajuana Vencill,2017-05-27 17:00:00,Follow-up,Not interested
ACT-010428,G2TASA8C,Lajuana Vencill,2017-04-04 10:00:00,Call,Responded
ACT-010429,G2TASA8C,Lajuana Vencill,2017-05-10 11:00:00,Email,Interested
ACT-010430,G2TASA8C,Lajuana Vencill,2017-05-10 15:00:00,Follow-up,Rescheduled
ACT-010431,G2TASA8C,Lajuana Vencill,2017-04-23 12:00:00,Email,Rescheduled
ACT-010432,G2TASA8C,Lajuana Vencill,2017-04-22 15:00:00,Call,No answer
ACT-010433,G2TASA8C,Lajuana Vencill,2017-05-10 15:00:00,Follow-up,No answer
ACT-010434,G2TASA8C,Lajuana Vencill,2017-05-06 13:00:00,Email,Not interested
ACT-010435,G2TASA8C,Lajuana Vencill,2017-04-04 09:00:00,Demo,Connected
ACT-010436,G2TASA8C,Lajuana Vencill,2017-06-09 13:00:00,Email,Interested
ACT-010437,CRW2CCMB,Markita Hansen,2017-05-10 09:00:00,Follow-up,Not interested
ACT-010438,CRW2CCMB,Markita Hansen,2017-04-01 13:00:00,Demo,Responded
ACT-010439,CRW2CCMB,Markita Hansen,2017-03-26 08:00:00,Call,Interested
ACT-010440,CRW2CCMB,Markita Hansen,2017-03-25 08:00:00,Email,Responded
ACT-010441,7FER10E1,Markita Hansen,2017-04-09 13:00:00,Follow-up,Interested
ACT-010442,7FER10E1,Markita Hansen,2017-04-26 16:00:00,Call,Connected
ACT-010443,7FER10E1,Markita Hansen,2017-03-24 09:00:00,Meeting,Responded
ACT-010444,7FER10E1,Markita Hansen,2017-03-30 12:00:00,Follow-up,Connected
ACT-010445,K96NUCWR,Moses Frase,2017-03-24 09:00:00,Email,Not interested
ACT-010446,K96NUCWR,Moses Frase,2017-03-24 16:00:00,Meeting,Completed
ACT-010447,K96NUCWR,Moses Frase,2017-03-26 16:00:00,Meeting,No answer
ACT-010448,K96NUCWR,Moses Frase,2017-03-23 16:00:00,Demo,Interested
ACT-010449,K96NUCWR,Moses Frase,2017-03-26 08:00:00,Follow-up,Not interested
ACT-010450,K96NUCWR,Moses Frase,2017-03-30 12:00:00,Follow-up,Connected
ACT-010451,SE609QTE,Versie Hillebrand,2017-04-15 13:00:00,Follow-up,No answer
ACT-010452,SE609QTE,Versie Hillebrand,2017-05-05 13:00:00,Email,Connected
ACT-010453,SE609QTE,Versie Hillebrand,2017-04-19 15:00:00,Call,No answer
ACT-010454,SE609QTE,Versie Hillebrand,2017-04-29 14:00:00,Demo,Completed
ACT-010455,SE609QTE,Versie Hillebrand,2017-04-28 16:00:00,Demo,Interested
ACT-010456,SE609QTE,Versie Hillebrand,2017-05-02 09:00:00,Demo,Responded
ACT-010457,SE609QTE,Versie Hillebrand,2017-03-28 15:00:00,Meeting,Responded
ACT-010458,SE609QTE,Versie Hillebrand,2017-04-16 08:00:00,Call,Completed
ACT-010459,SE609QTE,Versie Hillebrand,2017-04-18 09:00:00,Email,Not interested
ACT-010460,CT9XECID,Versie Hillebrand,2017-03-24 15:00:00,Meeting,Rescheduled
ACT-010461,CT9XECID,Versie Hillebrand,2017-03-31 15:00:00,Meeting,Completed
ACT-010462,CT9XECID,Versie Hillebrand,2017-03-28 10:00:00,Call,Completed
ACT-010463,CT9XECID,Versie Hillebrand,2017-03-25 15:00:00,Meeting,Interested
ACT-010464,SUO8VZQ8,Vicki Laflamme,2017-06-04 16:00:00,Meeting,Responded
ACT-010465,SUO8VZQ8,Vicki Laflamme,2017-04-22 14:00:00,Email,Connected
ACT-010466,SUO8VZQ8,Vicki Laflamme,2017-04-19 17:00:00,Demo,No answer
ACT-010467,SUO8VZQ8,Vicki Laflamme,2017-05-20 12:00:00,Demo,Responded
ACT-010468,SUO8VZQ8,Vicki Laflamme,2017-04-07 13:00:00,Meeting,No answer
ACT-010469,9LX9MAPU,Violet Mclelland,2017-03-26 08:00:00,Call,Interested
ACT-010470,9LX9MAPU,Violet Mclelland,2017-03-30 17:00:00,Follow-up,Rescheduled
ACT-010471,9LX9MAPU,Violet Mclelland,2017-04-01 14:00:00,Email,Connected
ACT-010472,9LX9MAPU,Violet Mclelland,2017-03-31 16:00:00,Demo,Rescheduled
ACT-010473,9LX9MAPU,Violet Mclelland,2017-03-30 08:00:00,Follow-up,Rescheduled
ACT-010474,9LX9MAPU,Violet Mclelland,2017-03-27 08:00:00,Meeting,Completed
ACT-010475,9LX9MAPU,Violet Mclelland,2017-03-29 14:00:00,Call,Completed
ACT-010476,9LX9MAPU,Violet Mclelland,2017-03-23 16:00:00,Meeting,Responded
ACT-010477,9LX9MAPU,Violet Mclelland,2017-03-25 10:00:00,Call,Completed
ACT-010478,PHP5V833,Anna Snelling,2017-04-23 17:00:00,Demo,Not interested
ACT-010479,PHP5V833,Anna Snelling,2017-04-24 14:00:00,Follow-up,Rescheduled
ACT-010480,PHP5V833,Anna Snelling,2017-05-03 09:00:00,Follow-up,Completed
ACT-010481,PHP5V833,Anna Snelling,2017-04-16 12:00:00,Demo,Responded
ACT-010482,PHP5V833,Anna Snelling,2017-04-27 14:00:00,Call,Interested
ACT-010483,7XEB6TFB,Anna Snelling,2017-05-30 10:00:00,Meeting,Responded
ACT-010484,7XEB6TFB,Anna Snelling,2017-06-03 08:00:00,Email,Not interested
ACT-010485,7XEB6TFB,Anna Snelling,2017-05-15 11:00:00,Meeting,Interested
ACT-010486,7XEB6TFB,Anna Snelling,2017-05-25 16:00:00,Email,Responded
ACT-010487,KV9LW061,Anna Snelling,2017-04-01 08:00:00,Demo,Interested
ACT-010488,KV9LW061,Anna Snelling,2017-03-26 13:00:00,Follow-up,Rescheduled
ACT-010489,KV9LW061,Anna Snelling,2017-03-25 16:00:00,Email,Not interested
ACT-010490,KV9LW061,Anna Snelling,2017-04-03 13:00:00,Follow-up,Rescheduled
ACT-010491,KV9LW061,Anna Snelling,2017-04-01 10:00:00,Follow-up,Connected
ACT-010492,KV9LW061,Anna Snelling,2017-03-28 17:00:00,Call,Rescheduled
ACT-010493,KV9LW061,Anna Snelling,2017-03-27 16:00:00,Email,Not interested
ACT-010494,KV9LW061,Anna Snelling,2017-03-29 14:00:00,Call,Completed
ACT-010495,KV9LW061,Anna Snelling,2017-04-01 08:00:00,Call,Connected
ACT-010496,M41NS5DN,Cassey Cress,2017-04-17 09:00:00,Call,Responded
ACT-010497,M41NS5DN,Cassey Cress,2017-04-21 14:00:00,Call,Connected
ACT-010498,M41NS5DN,Cassey Cress,2017-04-15 10:00:00,Follow-up,Not interested
ACT-010499,QIHWKCFK,Cassey Cress,2017-03-29 15:00:00,Demo,Responded
ACT-010500,QIHWKCFK,Cassey Cress,2017-03-30 15:00:00,Meeting,Rescheduled
ACT-010501,QIHWKCFK,Cassey Cress,2017-04-10 10:00:00,Meeting,Connected
ACT-010502,QIHWKCFK,Cassey Cress,2017-03-26 13:00:00,Email,Completed
ACT-010503,QIHWKCFK,Cassey Cress,2017-04-02 12:00:00,Email,Not interested
ACT-010504,8RZ1A49O,Cecily Lampkin,2017-03-31 14:00:00,Email,No answer
ACT-010505,8RZ1A49O,Cecily Lampkin,2017-03-27 10:00:00,Demo,Connected
ACT-010506,GEJLL5L3,Corliss Cosme,2017-04-18 10:00:00,Call,Responded
ACT-010507,GEJLL5L3,Corliss Cosme,2017-03-30 14:00:00,Email,Connected
ACT-010508,V4EKF9RF,Corliss Cosme,2017-03-29 17:00:00,Demo,Completed
ACT-010509,V4EKF9RF,Corliss Cosme,2017-03-27 13:00:00,Email,Interested
ACT-010510,V4EKF9RF,Corliss Cosme,2017-03-30 17:00:00,Demo,Rescheduled
ACT-010511,V4EKF9RF,Corliss Cosme,2017-03-27 17:00:00,Demo,Not interested
ACT-010512,V4EKF9RF,Corliss Cosme,2017-03-31 12:00:00,Follow-up,Not interested
ACT-010513,V4EKF9RF,Corliss Cosme,2017-03-25 13:00:00,Demo,Interested
ACT-010514,V4EKF9RF,Corliss Cosme,2017-03-25 11:00:00,Call,Interested
ACT-010515,V4EKF9RF,Corliss Cosme,2017-03-26 08:00:00,Demo,Responded
ACT-010516,VJ1EK4A3,Daniell Hammack,2017-04-02 14:00:00,Follow-up,Completed
ACT-010517,VJ1EK4A3,Daniell Hammack,2017-03-24 14:00:00,Call,Completed
ACT-010518,VJ1EK4A3,Daniell Hammack,2017-03-26 16:00:00,Email,Interested
ACT-010519,VJ1EK4A3,Daniell Hammack,2017-03-29 08:00:00,Meeting,Not interested
ACT-010520,VJ1EK4A3,Daniell Hammack,2017-04-02 15:00:00,Follow-up,Responded
ACT-010521,VJ1EK4A3,Daniell Hammack,2017-03-26 14:00:00,Email,Connected
ACT-010522,VJ1EK4A3,Daniell Hammack,2017-03-24 12:00:00,Demo,Rescheduled
ACT-010523,65B8HSTW,Daniell Hammack,2017-03-30 14:00:00,Follow-up,Rescheduled
ACT-010524,65B8HSTW,Daniell Hammack,2017-03-27 16:00:00,Follow-up,Interested
ACT-010525,65B8HSTW,Daniell Hammack,2017-03-31 13:00:00,Call,Not interested
ACT-010526,65B8HSTW,Daniell Hammack,2017-03-31 14:00:00,Email,Rescheduled
ACT-010527,65B8HSTW,Daniell Hammack,2017-03-26 13:00:00,Follow-up,Connected
ACT-010528,65B8HSTW,Daniell Hammack,2017-03-26 13:00:00,Email,Responded
ACT-010529,65B8HSTW,Daniell Hammack,2017-03-27 13:00:00,Demo,Completed
ACT-010530,65B8HSTW,Daniell Hammack,2017-03-24 09:00:00,Follow-up,Connected
ACT-010531,KIJB458K,Darcel Schlecht,2017-03-27 09:00:00,Email,Connected
ACT-010532,KIJB458K,Darcel Schlecht,2017-03-31 17:00:00,Email,Interested
ACT-010533,KIJB458K,Darcel Schlecht,2017-04-02 14:00:00,Call,Rescheduled
ACT-010534,KIJB458K,Darcel Schlecht,2017-03-27 11:00:00,Demo,Completed
ACT-010535,KIJB458K,Darcel Schlecht,2017-03-29 15:00:00,Follow-up,Responded
ACT-010536,KIJB458K,Darcel Schlecht,2017-03-24 09:00:00,Email,Not interested
ACT-010537,8PHJ7N4E,Darcel Schlecht,2017-03-26 08:00:00,Demo,No answer
ACT-010538,8PHJ7N4E,Darcel Schlecht,2017-04-16 08:00:00,Follow-up,Completed
ACT-010539,8PHJ7N4E,Darcel Schlecht,2017-04-13 09:00:00,Call,Completed
ACT-010540,8PHJ7N4E,Darcel Schlecht,2017-04-01 14:00:00,Call,Not interested
ACT-010541,8PHJ7N4E,Darcel Schlecht,2017-04-10 17:00:00,Demo,Not interested
ACT-010542,EDAJ0YEW,Darcel Schlecht,2017-03-29 17:00:00,Call,Rescheduled
ACT-010543,EDAJ0YEW,Darcel Schlecht,2017-03-25 13:00:00,Meeting,Interested
ACT-010544,EDAJ0YEW,Darcel Schlecht,2017-03-29 16:00:00,Follow-up,No answer
ACT-010545,EDAJ0YEW,Darcel Schlecht,2017-03-25 10:00:00,Email,No answer
ACT-010546,EDAJ0YEW,Darcel Schlecht,2017-03-25 10:00:00,Follow-up,Interested
ACT-010547,EDAJ0YEW,Darcel Schlecht,2017-03-30 11:00:00,Meeting,Responded
ACT-010548,KMB8TJ0I,Hayden Neloms,2017-04-17 11:00:00,Meeting,Interested
ACT-010549,KMB8TJ0I,Hayden Neloms,2017-03-27 10:00:00,Email,No answer
ACT-010550,KMB8TJ0I,Hayden Neloms,2017-04-12 09:00:00,Demo,No answer
ACT-010551,KMB8TJ0I,Hayden Neloms,2017-04-03 08:00:00,Email,No answer
ACT-010552,KMB8TJ0I,Hayden Neloms,2017-04-07 11:00:00,Meeting,Responded
ACT-010553,KMB8TJ0I,Hayden Neloms,2017-04-03 13:00:00,Follow-up,No answer
ACT-010554,KMB8TJ0I,Hayden Neloms,2017-03-28 16:00:00,Demo,Interested
ACT-010555,9X5HUUJ5,James Ascencio,2017-03-28 12:00:00,Follow-up,Completed
ACT-010556,9X5HUUJ5,James Ascencio,2017-04-01 14:00:00,Email,Not interested
ACT-010557,9X5HUUJ5,James Ascencio,2017-04-02 16:00:00,Email,Connected
ACT-010558,9X5HUUJ5,James Ascencio,2017-03-26 11:00:00,Email,Interested
ACT-010559,9X5HUUJ5,James Ascencio,2017-03-25 09:00:00,Follow-up,Rescheduled
ACT-010560,9X5HUUJ5,James Ascencio,2017-03-28 17:00:00,Call,Completed
ACT-010561,9X5HUUJ5,James Ascencio,2017-04-02 12:00:00,Email,Not interested
ACT-010562,CR6ZLEWC,Kary Hendrixson,2017-04-04 12:00:00,Meeting,Responded
ACT-010563,CR6ZLEWC,Kary Hendrixson,2017-04-10 08:00:00,Follow-up,No answer
ACT-010564,21S1ETXM,Kary Hendrixson,2017-03-25 12:00:00,Call,No answer
ACT-010565,21S1ETXM,Kary Hendrixson,2017-04-03 13:00:00,Demo,Responded
ACT-010566,21S1ETXM,Kary Hendrixson,2017-03-25 11:00:00,Call,No answer
ACT-010567,21S1ETXM,Kary Hendrixson,2017-04-03 17:00:00,Call,Connected
ACT-010568,54JFGNXN,Lajuana Vencill,2017-04-29 08:00:00,Demo,Responded
ACT-010569,54JFGNXN,Lajuana Vencill,2017-04-25 10:00:00,Follow-up,Completed
ACT-010570,54JFGNXN,Lajuana Vencill,2017-05-16 16:00:00,Meeting,Completed
ACT-010571,54JFGNXN,Lajuana Vencill,2017-05-04 09:00:00,Meeting,Completed
ACT-010572,54JFGNXN,Lajuana Vencill,2017-04-21 11:00:00,Follow-up,Connected
ACT-010573,54JFGNXN,Lajuana Vencill,2017-04-21 10:00:00,Call,Rescheduled
ACT-010574,WLXPA3LB,Lajuana Vencill,2017-05-05 08:00:00,Email,Rescheduled
ACT-010575,WLXPA3LB,Lajuana Vencill,2017-05-16 11:00:00,Meeting,Rescheduled
ACT-010576,WLXPA3LB,Lajuana Vencill,2017-05-25 14:00:00,Call,Responded
ACT-010577,WLXPA3LB,Lajuana Vencill,2017-04-04 13:00:00,Call,Rescheduled
ACT-010578,3WQMBMSN,Marty Freudenburg,2017-05-24 10:00:00,Meeting,Connected
ACT-010579,3WQMBMSN,Marty Freudenburg,2017-04-24 10:00:00,Follow-up,Responded
ACT-010580,3WQMBMSN,Marty Freudenburg,2017-05-25 08:00:00,Follow-up,Responded
ACT-010581,3WQMBMSN,Marty Freudenburg,2017-05-21 09:00:00,Email,No answer
ACT-010582,3WQMBMSN,Marty Freudenburg,2017-05-26 14:00:00,Demo,Not interested
ACT-010583,3WQMBMSN,Marty Freudenburg,2017-06-18 14:00:00,Follow-up,No answer
ACT-010584,3WQMBMSN,Marty Freudenburg,2017-05-04 11:00:00,Call,Responded
ACT-010585,XIKWT7HM,Marty Freudenburg,2017-03-25 17:00:00,Call,Interested
ACT-010586,XIKWT7HM,Marty Freudenburg,2017-03-25 15:00:00,Demo,No answer
ACT-010587,XIKWT7HM,Marty Freudenburg,2017-03-24 17:00:00,Call,Connected
ACT-010588,XIKWT7HM,Marty Freudenburg,2017-03-25 13:00:00,Call,Not interested
ACT-010589,XIKWT7HM,Marty Freudenburg,2017-03-26 13:00:00,Meeting,Rescheduled
ACT-010590,XIKWT7HM,Marty Freudenburg,2017-03-24 14:00:00,Follow-up,Interested
ACT-010591,XIKWT7HM,Marty Freudenburg,2017-03-26 15:00:00,Demo,Connected
ACT-010592,J9QQVBQX,Maureen Marcano,2017-04-01 15:00:00,Demo,Completed
ACT-010593,J9QQVBQX,Maureen Marcano,2017-03-28 16:00:00,Meeting,Interested
ACT-010594,J9QQVBQX,Maureen Marcano,2017-04-01 15:00:00,Call,Responded
ACT-010595,J9QQVBQX,Maureen Marcano,2017-03-26 08:00:00,Meeting,Interested
ACT-010596,J9QQVBQX,Maureen Marcano,2017-03-29 11:00:00,Follow-up,Completed
