transition_id,opportunity_id,sales_agent,from_stage,to_stage,changed_at,days_in_previous_stage
ST-002588,NY9ARKRE,Marty Freudenburg,Prospecting,Engaging,2017-03-09,20
ST-002589,NY9ARKRE,Marty Freudenburg,Engaging,Won,2017-06-01,84
ST-002590,XO3XXR9X,Maureen Marcano,Prospecting,Engaging,2017-03-09,15
ST-002591,XO3XXR9X,Maureen Marcano,Engaging,Won,2017-06-09,92
ST-002592,8QBIFURM,Versie Hillebrand,Prospecting,Engaging,2017-03-09,17
ST-002593,8QBIFURM,Versie Hillebrand,Engaging,Lost,2017-03-13,4
ST-002594,0A1LN7GB,Violet Mclelland,Prospecting,Engaging,2017-03-09,13
ST-002595,ZWAJWK40,Violet Mclelland,Prospecting,Engaging,2017-03-09,30
ST-002596,ZWAJWK40,Violet Mclelland,Engaging,Won,2017-06-22,105
ST-002597,WQ0C723A,Zane Levy,Prospecting,Engaging,2017-03-09,9
ST-002598,WQ0C723A,Zane Levy,Engaging,Won,2017-05-18,70
ST-002599,RCQ32MXL,Anna Snelling,Prospecting,Engaging,2017-03-10,25
ST-002600,RCQ32MXL,Anna Snelling,Engaging,Lost,2017-05-12,63
ST-002601,396WP6JS,Anna Snelling,Prospecting,Engaging,2017-03-10,10
ST-002602,396WP6JS,Anna Snelling,Engaging,Won,2017-03-19,9
ST-002603,57689GK9,Cecily Lampkin,Prospecting,Engaging,2017-03-10,21
ST-002604,57689GK9,Cecily Lampkin,Engaging,Won,2017-03-20,10
ST-002605,S2WDGIHL,Cecily Lampkin,Prospecting,Engaging,2017-03-10,15
ST-002606,S2WDGIHL,Cecily Lampkin,Engaging,Won,2017-05-29,80
ST-002607,8VG88HMH,Daniell Hammack,Prospecting,Engaging,2017-03-10,10
ST-002608,8VG88HMH,Daniell Hammack,Engaging,Won,2017-06-28,110
ST-002609,TF7HCU69,Garret Kinder,Prospecting,Engaging,2017-03-10,30
ST-002610,TF7HCU69,Garret Kinder,Engaging,Won,2017-06-12,94
ST-002611,0EX7ML4W,Gladys Colclough,Prospecting,Engaging,2017-03-10,27
ST-002612,0EX7ML4W,Gladys Colclough,Engaging,Lost,2017-05-10,61
ST-002613,1B27CZ2M,James Ascencio,Prospecting,Engaging,2017-03-10,16
ST-002614,839AMI93,Kary Hendrixson,Prospecting,Engaging,2017-03-10,4
ST-002615,BFGASJAW,Kary Hendrixson,Prospecting,Engaging,2017-03-10,13
ST-002616,5BSHJG7W,Kary Hendrixson,Prospecting,Engaging,2017-03-10,26
ST-002617,5BSHJG7W,Kary Hendrixson,Engaging,Lost,2017-05-30,81
ST-002618,HW38EMKM,Maureen Marcano,Prospecting,Engaging,2017-03-10,18
ST-002619,HW38EMKM,Maureen Marcano,Engaging,Lost,2017-03-20,10
ST-002620,5XPYFICK,Rosie Papadopoulos,Prospecting,Engaging,2017-03-10,25
ST-002621,B5QCN9H7,Violet Mclelland,Prospecting,Engaging,2017-03-10,28
ST-002622,B5QCN9H7,Violet Mclelland,Engaging,Lost,2017-05-29,80
ST-002623,X7M4GO0J,Violet Mclelland,Prospecting,Engaging,2017-03-10,15
ST-002624,X7M4GO0J,Violet Mclelland,Engaging,Won,2017-06-28,110
ST-002625,JYI35PPE,Zane Levy,Prospecting,Engaging,2017-03-10,15
ST-002626,JYI35PPE,Zane Levy,Engaging,Lost,2017-05-05,56
ST-002627,6XHE52MV,Anna Snelling,Prospecting,Engaging,2017-03-11,24
ST-002628,6XHE52MV,Anna Snelling,Engaging,Lost,2017-05-30,80
ST-002629,0YN6EALP,Anna Snelling,Prospecting,Engaging,2017-03-11,28
ST-002630,0YN6EALP,Anna Snelling,Engaging,Won,2017-03-17,6
ST-002631,A4LUP6W6,Cassey Cress,Prospecting,Engaging,2017-03-11,29
ST-002632,A4LUP6W6,Cassey Cress,Engaging,Won,2017-05-22,72
ST-002633,KUK2H5MD,Cecily Lampkin,Prospecting,Engaging,2017-03-11,23
ST-002634,KUK2H5MD,Cecily Lampkin,Engaging,Won,2017-06-13,94
ST-002635,HTW9348H,Donn Cantrell,Prospecting,Engaging,2017-03-11,7
ST-002636,HTW9348H,Donn Cantrell,Engaging,Lost,2017-05-19,69
ST-002637,ILR33OAV,James Ascencio,Prospecting,Engaging,2017-03-11,18
ST-002638,A6CE8BHR,James Ascencio,Prospecting,Engaging,2017-03-11,4
ST-002639,A6CE8BHR,James Ascencio,Engaging,Lost,2017-06-08,89
ST-002640,UI1UION3,James Ascencio,Prospecting,Engaging,2017-03-11,7
ST-002641,UI1UION3,James Ascencio,Engaging,Won,2017-06-10,91
ST-002642,ZPX96Q40,James Ascencio,Prospecting,Engaging,2017-03-11,19
ST-002643,ZPX96Q40,James Ascencio,Engaging,Won,2017-06-12,93
ST-002644,I0CYLPNE,James Ascencio,Prospecting,Engaging,2017-03-11,21
ST-002645,I0CYLPNE,James Ascencio,Engaging,Won,2017-05-22,72
ST-002646,FGH181PC,Kami Bicknell,Prospecting,Engaging,2017-03-11,13
ST-002647,FGH181PC,Kami Bicknell,Engaging,Won,2017-06-06,87
ST-002648,8OBC9CQE,Kami Bicknell,Prospecting,Engaging,2017-03-11,30
ST-002649,8OBC9CQE,Kami Bicknell,Engaging,Won,2017-03-26,15
ST-002650,G3KFZ8KX,Kary Hendrixson,Prospecting,Engaging,2017-03-11,6
ST-002651,G3KFZ8KX,Kary Hendrixson,Engaging,Lost,2017-05-07,57
ST-002652,2Y84YR3K,Kary Hendrixson,Prospecting,Engaging,2017-03-11,30
ST-002653,2Y84YR3K,Kary Hendrixson,Engaging,Won,2017-05-24,74
ST-002654,97QHOOWD,Kary Hendrixson,Prospecting,Engaging,2017-03-11,30
ST-002655,97QHOOWD,Kary Hendrixson,Engaging,Won,2017-03-27,16
ST-002656,YL7XWUYO,Lajuana Vencill,Prospecting,Engaging,2017-03-11,17
ST-002657,YL7XWUYO,Lajuana Vencill,Engaging,Won,2017-06-17,98
ST-002658,VO8TFB31,Maureen Marcano,Prospecting,Engaging,2017-03-11,6
ST-002659,VO8TFB31,Maureen Marcano,Engaging,Lost,2017-06-26,107
ST-002660,Q949MQ5W,Maureen Marcano,Prospecting,Engaging,2017-03-11,19
ST-002661,Q949MQ5W,Maureen Marcano,Engaging,Won,2017-05-22,72
ST-002662,HZU0L5GS,Moses Frase,Prospecting,Engaging,2017-03-11,17
ST-002663,HZU0L5GS,Moses Frase,Engaging,Won,2017-06-04,85
ST-002664,8RF8XVYF,Versie Hillebrand,Prospecting,Engaging,2017-03-11,3
ST-002665,8RF8XVYF,Versie Hillebrand,Engaging,Won,2017-05-10,60
ST-002666,ZILYYA1V,Vicki Laflamme,Prospecting,Engaging,2017-03-11,26
ST-002667,ZILYYA1V,Vicki Laflamme,Engaging,Won,2017-03-30,19
ST-002668,BY2L60V1,Zane Levy,Prospecting,Engaging,2017-03-11,7
ST-002669,NH0WGTR4,Anna Snelling,Prospecting,Engaging,2017-03-12,16
ST-002670,NH0WGTR4,Anna Snelling,Engaging,Lost,2017-05-25,74
ST-002671,73HO9OZC,Cassey Cress,Prospecting,Engaging,2017-03-12,30
ST-002672,WBJX6O2D,Cassey Cress,Prospecting,Engaging,2017-03-12,23
ST-002673,WBJX6O2D,Cassey Cress,Engaging,Won,2017-06-11,91
ST-002674,1IHNDN80,Cecily Lampkin,Prospecting,Engaging,2017-03-12,7
ST-002675,1IHNDN80,Cecily Lampkin,Engaging,Lost,2017-05-02,51
ST-002676,T14K7M5G,Corliss Cosme,Prospecting,Engaging,2017-03-12,5
ST-002677,T14K7M5G,Corliss Cosme,Engaging,Won,2017-06-11,91
ST-002678,XPP2Q5WQ,Darcel Schlecht,Prospecting,Engaging,2017-03-12,18
ST-002679,XPP2Q5WQ,Darcel Schlecht,Engaging,Lost,2017-05-02,51
ST-002680,FM4LX5O0,Darcel Schlecht,Prospecting,Engaging,2017-03-12,28
ST-002681,FM4LX5O0,Darcel Schlecht,Engaging,Lost,2017-05-26,75
ST-002682,HG07756D,Elease Gluck,Prospecting,Engaging,2017-03-12,11
ST-002683,HG07756D,Elease Gluck,Engaging,Won,2017-03-31,19
ST-002684,E7YSM99K,Elease Gluck,Prospecting,Engaging,2017-03-12,13
ST-002685,E7YSM99K,Elease Gluck,Engaging,Won,2017-06-02,82
ST-002686,4D1FP59D,Gladys Colclough,Prospecting,Engaging,2017-03-12,22
ST-002687,4D1FP59D,Gladys Colclough,Engaging,Won,2017-06-23,103
ST-002688,3E4VTH6E,Hayden Neloms,Prospecting,Engaging,2017-03-12,25
ST-002689,TK29F68V,Hayden Neloms,Prospecting,Engaging,2017-03-12,15
ST-002690,TK29F68V,Hayden Neloms,Engaging,Won,2017-06-13,93
ST-002691,QHJ3W8FW,Kami Bicknell,Prospecting,Engaging,2017-03-12,23
ST-002692,N3H82NHO,Kami Bicknell,Prospecting,Engaging,2017-03-12,5
ST-002693,N3H82NHO,Kami Bicknell,Engaging,Won,2017-06-02,82
ST-002694,GTANESSU,Lajuana Vencill,Prospecting,Engaging,2017-03-12,30
ST-002695,GTANESSU,Lajuana Vencill,Engaging,Won,2017-05-22,71
ST-002696,LA0O6BHX,Lajuana Vencill,Prospecting,Engaging,2017-03-12,13
ST-002697,LA0O6BHX,Lajuana Vencill,Engaging,Won,2017-05-27,76
ST-002698,RRKQ0P07,Markita Hansen,Prospecting,Engaging,2017-03-12,30
ST-002699,RRKQ0P07,Markita Hansen,Engaging,Won,2017-05-03,52
ST-002700,J4V3VKQ5,Maureen Marcano,Prospecting,Engaging,2017-03-12,24
ST-002701,J4V3VKQ5,Maureen Marcano,Engaging,Won,2017-03-27,15
ST-002702,17U8549G,Maureen Marcano,Prospecting,Engaging,2017-03-12,30
ST-002703,17U8549G,Maureen Marcano,Engaging,Won,2017-06-15,95
ST-002704,G281LUYF,Niesha Huffines,Prospecting,Engaging,2017-03-12,20
ST-002705,G281LUYF,Niesha Huffines,Engaging,Lost,2017-05-08,57
ST-002706,4NAK1XFV,Rosie Papadopoulos,Prospecting,Engaging,2017-03-12,15
ST-002707,4NAK1XFV,Rosie Papadopoulos,Engaging,Lost,2017-05-18,67
ST-002708,Y34MVXP3,Rosie Papadopoulos,Prospecting,Engaging,2017-03-12,13
ST-002709,Y34MVXP3,Rosie Papadopoulos,Engaging,Won,2017-06-27,107
ST-002710,N8G3G1UF,Versie Hillebrand,Prospecting,Engaging,2017-03-12,23
ST-002711,N8G3G1UF,Versie Hillebrand,Engaging,Won,2017-05-29,78
ST-002712,SDXZB8MC,Versie Hillebrand,Prospecting,Engaging,2017-03-12,25
ST-002713,SDXZB8MC,Versie Hillebrand,Engaging,Won,2017-06-20,100
ST-002714,PFUE2JYB,Vicki Laflamme,Prospecting,Engaging,2017-03-12,27
ST-002715,PFUE2JYB,Vicki Laflamme,Engaging,Won,2017-05-26,75
ST-002716,4A8SFEJ2,Zane Levy,Prospecting,Engaging,2017-03-12,18
ST-002717,4A8SFEJ2,Zane Levy,Engaging,Won,2017-03-17,5
ST-002718,HEG8WPQF,Anna Snelling,Prospecting,Engaging,2017-03-13,30
ST-002719,HEG8WPQF,Anna Snelling,Engaging,Won,2017-05-09,57
ST-002720,0FST40LV,Anna Snelling,Prospecting,Engaging,2017-03-13,20
ST-002721,0FST40LV,Anna Snelling,Engaging,Won,2017-05-25,73
ST-002722,I7WERQ6B,Anna Snelling,Prospecting,Engaging,2017-03-13,4
ST-002723,I7WERQ6B,Anna Snelling,Engaging,Won,2017-06-08,87
ST-002724,T7UYHDUN,Boris Faz,Prospecting,Engaging,2017-03-13,22
ST-002725,T7UYHDUN,Boris Faz,Engaging,Lost,2017-03-24,11
ST-002726,Y28VHZKQ,Cassey Cress,Prospecting,Engaging,2017-03-13,5
ST-002727,V0EIMVES,Cecily Lampkin,Prospecting,Engaging,2017-03-13,10
ST-002728,V0EIMVES,Cecily Lampkin,Engaging,Won,2017-05-13,61
ST-002729,DL4SZAGH,Cecily Lampkin,Prospecting,Engaging,2017-03-13,23
ST-002730,DL4SZAGH,Cecily Lampkin,Engaging,Won,2017-03-31,18
ST-002731,RVIU1YQ8,Corliss Cosme,Prospecting,Engaging,2017-03-13,24
ST-002732,RVIU1YQ8,Corliss Cosme,Engaging,Won,2017-03-24,11
ST-002733,ZNSWDHTJ,Darcel Schlecht,Prospecting,Engaging,2017-03-13,12
ST-002734,ZNSWDHTJ,Darcel Schlecht,Engaging,Won,2017-05-15,63
ST-002735,A2G8VYZY,Darcel Schlecht,Prospecting,Engaging,2017-03-13,10
ST-002736,A2G8VYZY,Darcel Schlecht,Engaging,Won,2017-03-17,4
ST-002737,F5I33E1I,Elease Gluck,Prospecting,Engaging,2017-03-13,26
ST-002738,Y9B94N72,Garret Kinder,Prospecting,Engaging,2017-03-13,5
ST-002739,Y9B94N72,Garret Kinder,Engaging,Won,2017-05-03,51
ST-002740,34MBPHRL,Hayden Neloms,Prospecting,Engaging,2017-03-13,16
ST-002741,34MBPHRL,Hayden Neloms,Engaging,Won,2017-06-17,96
ST-002742,K73K8IQ3,Kary Hendrixson,Prospecting,Engaging,2017-03-13,6
ST-002743,K73K8IQ3,Kary Hendrixson,Engaging,Won,2017-05-22,70
ST-002744,8L5WBK75,Kary Hendrixson,Prospecting,Engaging,2017-03-13,27
ST-002745,8L5WBK75,Kary Hendrixson,Engaging,Won,2017-03-30,17
ST-002746,Z1RN8D42,Kary Hendrixson,Prospecting,Engaging,2017-03-13,23
ST-002747,Z1RN8D42,Kary Hendrixson,Engaging,Won,2017-06-02,81
ST-002748,4IT33RBO,Markita Hansen,Prospecting,Engaging,2017-03-13,25
ST-002749,JV1NCDKP,Moses Frase,Prospecting,Engaging,2017-03-13,30
ST-002750,JV1NCDKP,Moses Frase,Engaging,Won,2017-05-11,59
ST-002751,ECCVMNUZ,Rosalina Dieter,Prospecting,Engaging,2017-03-13,6
ST-002752,ECCVMNUZ,Rosalina Dieter,Engaging,Won,2017-05-20,68
ST-002753,A3GVFKYP,Zane Levy,Prospecting,Engaging,2017-03-13,17
ST-002754,A3GVFKYP,Zane Levy,Engaging,Won,2017-06-27,106
ST-002755,COTHR6F7,Zane Levy,Prospecting,Engaging,2017-03-13,8
ST-002756,COTHR6F7,Zane Levy,Engaging,Won,2017-05-22,70
ST-002757,7VKQWIXD,Boris Faz,Prospecting,Engaging,2017-03-14,25
ST-002758,3OAEEV0S,Cassey Cress,Prospecting,Engaging,2017-03-14,12
ST-002759,3OAEEV0S,Cassey Cress,Engaging,Won,2017-03-21,7
ST-002760,RTH5O6ZW,Cassey Cress,Prospecting,Engaging,2017-03-14,3
ST-002761,RTH5O6ZW,Cassey Cress,Engaging,Won,2017-06-13,91
ST-002762,V74O6XQT,Daniell Hammack,Prospecting,Engaging,2017-03-14,4
ST-002763,GH6U8WWN,Daniell Hammack,Prospecting,Engaging,2017-03-14,13
ST-002764,GH6U8WWN,Daniell Hammack,Engaging,Won,2017-03-19,5
ST-002765,GVNI96XB,Darcel Schlecht,Prospecting,Engaging,2017-03-14,28
ST-002766,GVNI96XB,Darcel Schlecht,Engaging,Won,2017-06-20,98
ST-002767,KC324LPK,Darcel Schlecht,Prospecting,Engaging,2017-03-14,4
ST-002768,KC324LPK,Darcel Schlecht,Engaging,Won,2017-05-22,69
ST-002769,2Y2R082L,Darcel Schlecht,Prospecting,Engaging,2017-03-14,12
ST-002770,2Y2R082L,Darcel Schlecht,Engaging,Won,2017-05-06,53
ST-002771,HALGOQ5D,Donn Cantrell,Prospecting,Engaging,2017-03-14,14
ST-002772,HALGOQ5D,Donn Cantrell,Engaging,Won,2017-05-30,77
ST-002773,1R38Y0C1,Elease Gluck,Prospecting,Engaging,2017-03-14,14
ST-002774,1R38Y0C1,Elease Gluck,Engaging,Won,2017-03-20,6
ST-002775,3QQW8VJ2,Garret Kinder,Prospecting,Engaging,2017-03-14,16
ST-002776,3QQW8VJ2,Garret Kinder,Engaging,Won,2017-06-06,84
ST-002777,8JS4BWQ7,Gladys Colclough,Prospecting,Engaging,2017-03-14,7
ST-002778,8JS4BWQ7,Gladys Colclough,Engaging,Won,2017-03-24,10
ST-002779,78TOITP2,Gladys Colclough,Prospecting,Engaging,2017-03-14,10
ST-002780,78TOITP2,Gladys Colclough,Engaging,Won,2017-05-18,65
ST-002781,MRCYKUX4,Hayden Neloms,Prospecting,Engaging,2017-03-14,19
ST-002782,3PVNGGBX,Markita Hansen,Prospecting,Engaging,2017-03-14,16
ST-002783,MN6E59H6,Markita Hansen,Prospecting,Engaging,2017-03-14,21
ST-002784,BSA76OL5,Marty Freudenburg,Prospecting,Engaging,2017-03-14,24
ST-002785,BSA76OL5,Marty Freudenburg,Engaging,Lost,2017-05-17,64
ST-002786,YHNBSXPN,Maureen Marcano,Prospecting,Engaging,2017-03-14,28
ST-002787,YHNBSXPN,Maureen Marcano,Engaging,Won,2017-03-25,11
ST-002788,TW6D3KT4,Maureen Marcano,Prospecting,Engaging,2017-03-14,8
ST-002789,TW6D3KT4,Maureen Marcano,Engaging,Won,2017-05-12,59
ST-002790,Z8RI8RLU,Moses Frase,Prospecting,Engaging,2017-03-14,8
ST-002791,Z8RI8RLU,Moses Frase,Engaging,Won,2017-06-03,81
ST-002792,FT0L8HZZ,Moses Frase,Prospecting,Engaging,2017-03-14,8
ST-002793,FT0L8HZZ,Moses Frase,Engaging,Won,2017-03-16,2
ST-002794,AW0GW33Q,Reed Clapper,Prospecting,Engaging,2017-03-14,5
ST-002795,AW0GW33Q,Reed Clapper,Engaging,Lost,2017-06-11,89
ST-002796,IJLPV177,Rosalina Dieter,Prospecting,Engaging,2017-03-14,22
ST-002797,IJLPV177,Rosalina Dieter,Engaging,Lost,2017-03-30,16
ST-002798,9UVKASFY,Vicki Laflamme,Prospecting,Engaging,2017-03-14,30
ST-002799,9UVKASFY,Vicki Laflamme,Engaging,Lost,2017-05-27,74
ST-002800,KKSMEP2A,Vicki Laflamme,Prospecting,Engaging,2017-03-14,15
ST-002801,KKSMEP2A,Vicki Laflamme,Engaging,Lost,2017-06-21,99
ST-002802,E96ZTKHC,Vicki Laflamme,Prospecting,Engaging,2017-03-14,22
ST-002803,E96ZTKHC,Vicki Laflamme,Engaging,Won,2017-03-17,3
ST-002804,RZ08GKZY,Zane Levy,Prospecting,Engaging,2017-03-14,24
ST-002805,RZ08GKZY,Zane Levy,Engaging,Won,2017-05-22,69
ST-002806,EK0ZZHKT,Cassey Cress,Prospecting,Engaging,2017-03-15,10
ST-002807,EK0ZZHKT,Cassey Cress,Engaging,Lost,2017-06-24,101
ST-002808,9U6RAS0M,Cassey Cress,Prospecting,Engaging,2017-03-15,18
ST-002809,9U6RAS0M,Cassey Cress,Engaging,Won,2017-03-31,16
ST-002810,3S31RHE5,Cassey Cress,Prospecting,Engaging,2017-03-15,21
ST-002811,3S31RHE5,Cassey Cress,Engaging,Won,2017-05-18,64
ST-002812,GOM8T4Y4,Darcel Schlecht,Prospecting,Engaging,2017-03-15,7
ST-002813,GOM8T4Y4,Darcel Schlecht,Engaging,Won,2017-05-09,55
ST-002814,7Z5AVSH6,Darcel Schlecht,Prospecting,Engaging,2017-03-15,10
ST-002815,7Z5AVSH6,Darcel Schlecht,Engaging,Won,2017-06-21,98
ST-002816,E7OPE1O8,Darcel Schlecht,Prospecting,Engaging,2017-03-15,17
ST-002817,E7OPE1O8,Darcel Schlecht,Engaging,Won,2017-03-20,5
ST-002818,647E6ED0,Darcel Schlecht,Prospecting,Engaging,2017-03-15,23
ST-002819,647E6ED0,Darcel Schlecht,Engaging,Won,2017-06-05,82
ST-002820,V4XHHFO3,Elease Gluck,Prospecting,Engaging,2017-03-15,11
ST-002821,PEX6S873,Elease Gluck,Prospecting,Engaging,2017-03-15,17
ST-002822,PEX6S873,Elease Gluck,Engaging,Lost,2017-05-19,65
ST-002823,M9OTPNII,Garret Kinder,Prospecting,Engaging,2017-03-15,11
ST-002824,M9OTPNII,Garret Kinder,Engaging,Won,2017-05-20,66
ST-002825,EZRICI17,Gladys Colclough,Prospecting,Engaging,2017-03-15,24
ST-002826,EZRICI17,Gladys Colclough,Engaging,Lost,2017-06-28,105
ST-002827,7PXJ92C5,Kary Hendrixson,Prospecting,Engaging,2017-03-15,3
ST-002828,BAXENBTS,Kary Hendrixson,Prospecting,Engaging,2017-03-15,28
ST-002829,BAXENBTS,Kary Hendrixson,Engaging,Lost,2017-05-06,52
ST-002830,086279IX,Kary Hendrixson,Prospecting,Engaging,2017-03-15,17
ST-002831,086279IX,Kary Hendrixson,Engaging,Won,2017-06-14,91
ST-002832,6EEC9HQQ,Kary Hendrixson,Prospecting,Engaging,2017-03-15,12
ST-002833,6EEC9HQQ,Kary Hendrixson,Engaging,Won,2017-05-21,67
ST-002834,MHN0SWM2,Lajuana Vencill,Prospecting,Engaging,2017-03-15,24
ST-002835,MHN0SWM2,Lajuana Vencill,Engaging,Won,2017-06-21,98
ST-002836,8SKE4TT5,Maureen Marcano,Prospecting,Engaging,2017-03-15,20
ST-002837,8SKE4TT5,Maureen Marcano,Engaging,Lost,2017-05-30,76
ST-002838,IGELOJ42,Moses Frase,Prospecting,Engaging,2017-03-15,8
ST-002839,IGELOJ42,Moses Frase,Engaging,Won,2017-06-03,80
ST-002840,0LMA8GMJ,Rosie Papadopoulos,Prospecting,Engaging,2017-03-15,5
ST-002841,0LMA8GMJ,Rosie Papadopoulos,Engaging,Won,2017-05-10,56
ST-002842,E40RN3MN,Versie Hillebrand,Prospecting,Engaging,2017-03-15,17
ST-002843,E40RN3MN,Versie Hillebrand,Engaging,Won,2017-03-25,10
ST-002844,093R7PK9,Vicki Laflamme,Prospecting,Engaging,2017-03-15,14
ST-002845,093R7PK9,Vicki Laflamme,Engaging,Won,2017-06-11,88
ST-002846,I8A9OXP2,Violet Mclelland,Prospecting,Engaging,2017-03-15,21
ST-002847,I8A9OXP2,Violet Mclelland,Engaging,Won,2017-06-25,102
ST-002848,7IFEKEMG,Violet Mclelland,Prospecting,Engaging,2017-03-15,12
ST-002849,7IFEKEMG,Violet Mclelland,Engaging,Won,2017-06-06,83
ST-002850,4XZ4RY1N,Wilburn Farren,Prospecting,Engaging,2017-03-15,23
ST-002851,K2KK9SW2,Anna Snelling,Prospecting,Engaging,2017-03-16,16
ST-002852,K2KK9SW2,Anna Snelling,Engaging,Won,2017-05-02,47
ST-002853,Z0RLNFVY,Boris Faz,Prospecting,Engaging,2017-03-16,25
ST-002854,8SIG4C8X,Boris Faz,Prospecting,Engaging,2017-03-16,11
ST-002855,8SIG4C8X,Boris Faz,Engaging,Won,2017-06-06,82
ST-002856,K4ETVW4H,Boris Faz,Prospecting,Engaging,2017-03-16,17
ST-002857,K4ETVW4H,Boris Faz,Engaging,Won,2017-05-12,57
ST-002858,YA2NDY1H,Cassey Cress,Prospecting,Engaging,2017-03-16,30
ST-002859,YA2NDY1H,Cassey Cress,Engaging,Won,2017-05-17,62
ST-002860,G6DYTQQE,Corliss Cosme,Prospecting,Engaging,2017-03-16,12
ST-002861,G6DYTQQE,Corliss Cosme,Engaging,Won,2017-06-01,77
ST-002862,RQULJHTU,Daniell Hammack,Prospecting,Engaging,2017-03-16,9
ST-002863,RZZ9K7UN,Daniell Hammack,Prospecting,Engaging,2017-03-16,15
ST-002864,RZZ9K7UN,Daniell Hammack,Engaging,Won,2017-06-29,105
ST-002865,3918OU6O,Darcel Schlecht,Prospecting,Engaging,2017-03-16,30
ST-002866,3918OU6O,Darcel Schlecht,Engaging,Lost,2017-05-02,47
ST-002867,YZ9ZKK3P,Hayden Neloms,Prospecting,Engaging,2017-03-16,18
ST-002868,YZ9ZKK3P,Hayden Neloms,Engaging,Won,2017-05-08,53
ST-002869,GK1NH8G7,Kami Bicknell,Prospecting,Engaging,2017-03-16,6
ST-002870,OPCLCCQH,Kami Bicknell,Prospecting,Engaging,2017-03-16,10
ST-002871,E1921PBZ,Kary Hendrixson,Prospecting,Engaging,2017-03-16,15
ST-002872,E1921PBZ,Kary Hendrixson,Engaging,Won,2017-05-23,68
ST-002873,0E761F02,Kary Hendrixson,Prospecting,Engaging,2017-03-16,21
ST-002874,0E761F02,Kary Hendrixson,Engaging,Won,2017-05-02,47
ST-002875,HDBNC8W1,Lajuana Vencill,Prospecting,Engaging,2017-03-16,14
ST-002876,HDBNC8W1,Lajuana Vencill,Engaging,Won,2017-06-11,87
ST-002877,WFCEPHD3,Markita Hansen,Prospecting,Engaging,2017-03-16,21
ST-002878,KP6NOWM7,Markita Hansen,Prospecting,Engaging,2017-03-16,12
ST-002879,KP6NOWM7,Markita Hansen,Engaging,Won,2017-06-03,79
ST-002880,HPYLUU5P,Maureen Marcano,Prospecting,Engaging,2017-03-16,25
ST-002881,HPYLUU5P,Maureen Marcano,Engaging,Won,2017-06-26,102
ST-002882,I7AH5FW0,Moses Frase,Prospecting,Engaging,2017-03-16,12
ST-002883,I7AH5FW0,Moses Frase,Engaging,Lost,2017-05-23,68
ST-002884,RSFYKC1F,Moses Frase,Prospecting,Engaging,2017-03-16,3
ST-002885,RSFYKC1F,Moses Frase,Engaging,Won,2017-06-25,101
ST-002886,RMW0TRSZ,Rosalina Dieter,Prospecting,Engaging,2017-03-16,29
ST-002887,RMW0TRSZ,Rosalina Dieter,Engaging,Lost,2017-05-20,65
ST-002888,GNENBXRW,Rosalina Dieter,Prospecting,Engaging,2017-03-16,24
ST-002889,GNENBXRW,Rosalina Dieter,Engaging,Lost,2017-05-17,62
ST-002890,L20NI94X,Rosalina Dieter,Prospecting,Engaging,2017-03-16,15
ST-002891,L20NI94X,Rosalina Dieter,Engaging,Lost,2017-06-05,81
ST-002892,AF7XJNED,Rosie Papadopoulos,Prospecting,Engaging,2017-03-16,11
ST-002893,CG65AS6X,Vicki Laflamme,Prospecting,Engaging,2017-03-16,3
ST-002894,CG65AS6X,Vicki Laflamme,Engaging,Won,2017-03-29,13
ST-002895,9XV6GX8D,Zane Levy,Prospecting,Engaging,2017-03-16,21
ST-002896,9XV6GX8D,Zane Levy,Engaging,Won,2017-06-07,83
ST-002897,IDIMBX0N,Anna Snelling,Prospecting,Engaging,2017-03-17,30
ST-002898,IDIMBX0N,Anna Snelling,Engaging,Won,2017-03-26,9
ST-002899,W75XU368,Cassey Cress,Prospecting,Engaging,2017-03-17,24
ST-002900,W75XU368,Cassey Cress,Engaging,Won,2017-06-17,92
ST-002901,WIY2Q0Q5,Cassey Cress,Prospecting,Engaging,2017-03-17,27
ST-002902,WIY2Q0Q5,Cassey Cress,Engaging,Won,2017-05-17,61
ST-002903,EJDHOY6M,Corliss Cosme,Prospecting,Engaging,2017-03-17,26
ST-002904,DF1011UT,Corliss Cosme,Prospecting,Engaging,2017-03-17,4
ST-002905,7V1FQBL9,Corliss Cosme,Prospecting,Engaging,2017-03-17,22
ST-002906,7V1FQBL9,Corliss Cosme,Engaging,Lost,2017-05-03,47
ST-002907,4PXSBQU8,Darcel Schlecht,Prospecting,Engaging,2017-03-17,26
ST-002908,4PXSBQU8,Darcel Schlecht,Engaging,Won,2017-05-27,71
ST-002909,QRKHWNRB,Elease Gluck,Prospecting,Engaging,2017-03-17,18
ST-002910,QRKHWNRB,Elease Gluck,Engaging,Won,2017-06-25,100
ST-002911,1YGNHE69,Garret Kinder,Prospecting,Engaging,2017-03-17,29
ST-002912,1YGNHE69,Garret Kinder,Engaging,Won,2017-05-18,62
ST-002913,IBS3H6Z4,Hayden Neloms,Prospecting,Engaging,2017-03-17,12
ST-002914,TAEUD0HP,Hayden Neloms,Prospecting,Engaging,2017-03-17,27
ST-002915,TAEUD0HP,Hayden Neloms,Engaging,Won,2017-06-10,85
ST-002916,04YGLJ3N,Kary Hendrixson,Prospecting,Engaging,2017-03-17,28
ST-002917,72TBO2HA,Kary Hendrixson,Prospecting,Engaging,2017-03-17,10
